       Value     Percentile TotalCount 1/(1-Percentile)

       1.000 0.000000000000        538           1.00
       2.000 0.100000000000      41752           1.11
       3.000 0.190000000000      71580           1.23
       3.000 0.271000000000      71580           1.37
       4.000 0.343900000000      84128           1.52
       5.000 0.409510000000      92058           1.69
       8.000 0.468559000000     110902           1.88
      10.000 0.521703100000     119146           2.09
      13.000 0.569532790000     128392           2.32
      16.000 0.612579511000     138091           2.58
      20.000 0.651321559900     147336           2.87
      24.000 0.686189403910     156310           3.19
      27.000 0.717570463519     163906           3.54
      29.000 0.745813417167     169302           3.93
      31.000 0.771232075450     174900           4.37
      33.000 0.794108867905     180169           4.86
      35.000 0.814697981115     184929           5.40
      37.000 0.833228183003     188617           6.00
      39.000 0.849905364703     191610           6.66
      42.000 0.864914828233     195398           7.40
      44.000 0.878423345409     197907           8.23
      46.000 0.890581010868     200335           9.14
      48.000 0.901522909782     202842          10.15
      50.000 0.911370618803     205336          11.28
      52.000 0.920233556923     207569          12.54
      54.000 0.928210201231     209390          13.93
      55.000 0.935389181108     210273          15.48
      57.000 0.941850262997     212116          17.20
      58.000 0.947665236697     213105          19.11
      60.000 0.952898713028     215203          21.23
      61.000 0.957608841725     216158          23.59
      62.000 0.961847957552     216989          26.21
      63.000 0.965663161797     217777          29.12
      64.000 0.969096845617     218530          32.36
      64.000 0.972187161056     218530          35.95
      65.000 0.974968444950     219242          39.95
      66.000 0.977471600455     219920          44.39
      67.000 0.979724440410     220503          49.32
      68.000 0.981751996369     221035          54.80
      69.000 0.983576796732     221536          60.89
      69.000 0.985219117059     221536          67.65
      70.000 0.986697205353     221953          75.17
      71.000 0.988027484817     222307          83.52
      72.000 0.989224736336     222627          92.81
      72.000 0.990302262702     222627         103.12
      73.000 0.991272036432     222935         114.57
      74.000 0.992144832789     223179         127.30
      74.000 0.992930349510     223179         141.45
      75.000 0.993637314559     223412         157.17
      76.000 0.994273583103     223605         174.63
      77.000 0.994846224793     223782         194.03
      77.000 0.995361602313     223782         215.59
      78.000 0.995825442082     223909         239.55
      79.000 0.996242897874     224020         266.16
      79.000 0.996618608086     224020         295.74
      80.000 0.996956747278     224122         328.60
      81.000 0.997261072550     224210         365.11
      82.000 0.997534965295     224286         405.67
      82.000 0.997781468766     224286         450.75
      83.000 0.998003321889     224353         500.83
      84.000 0.998202989700     224402         556.48
      84.000 0.998382690730     224402         618.31
      86.000 0.998544421657     224480         687.01
      86.000 0.998689979491     224480         763.35
      87.000 0.998820981542     224520         848.16
      88.000 0.998938883388     224556         942.40
      88.000 0.999044995049     224556        1047.11
      89.000 0.999140495544     224586        1163.46
      90.000 0.999226445990     224619        1292.73
      90.000 0.999303801391     224619        1436.37
      91.000 0.999373421252     224644        1595.97
      91.000 0.999436079127     224644        1773.30
      92.000 0.999492471214     224659        1970.33
      93.000 0.999543224093     224674        2189.26
      93.000 0.999588901683     224674        2432.51
      94.000 0.999630011515     224685        2702.79
      95.000 0.999667010363     224699        3003.10
      95.000 0.999700309327     224699        3336.77
      96.000 0.999730278394     224706        3707.53
      97.000 0.999757250555     224715        4119.47
      98.000 0.999781525499     224721        4577.19
      98.000 0.999803372950     224721        5085.77
      99.000 0.999823035655     224730        5650.86
      99.000 0.999840732089     224730        6278.73
     100.000 0.999856658880     224735        6976.37
     101.000 0.999870992992     224741        7751.52
     101.000 0.999883893693     224741        8612.80
     102.000 0.999895504324     224748        9569.77
     102.000 0.999905953891     224748       10633.08
     102.000 0.999915358502     224748       11814.54
     102.000 0.999923822652     224748       13127.26
     103.000 0.999931440387     224753       14585.85
     103.000 0.999938296348     224753       16206.50
     103.000 0.999944466713     224753       18007.22
     104.000 0.999950020042     224755       20008.02
     104.000 0.999955018038     224755       22231.13
     105.000 0.999959516234     224757       24701.26
     105.000 0.999963564611     224757       27445.84
     106.000 0.999967208150     224758       30495.38
     107.000 0.999970487335     224759       33883.76
     109.000 0.999973438601     224760       37648.62
     109.000 0.999976094741     224760       41831.80
     110.000 0.999978485267     224762       46479.78
     110.000 0.999980636740     224762       51644.20
     110.000 0.999982573066     224762       57382.44
     110.000 0.999984315760     224762       63758.27
     110.000 0.999985884184     224762       70842.52
     114.000 0.999987295765     224763       78713.91
     114.000 0.999988566189     224763       87459.90
     114.000 0.999989709570     224763       97177.67
     114.000 0.999990738613     224763      107975.19
     115.000 0.999991664752     224764      119972.43
     115.000 0.999992498276     224764      133302.70
     115.000 0.999993248449     224764      148114.11
     115.000 0.999993923604     224764      164571.23
     115.000 0.999994531244     224764      182856.93
     115.000 0.999995078119     224764      203174.36
     130.000 0.999995570307     224765      225749.29
     130.000 1.000000000000     224765
#[Mean    =       17.925, StdDeviation   =       18.934]
#[Max     =      130.000, TotalCount     =   224765.000]
#[Buckets =           12, SubBuckets     =         2048]

----------------------------------------------------------
 Requests/sec:     749.0602055924098
Latency Median:     9
  Consistency Window Median:     2.0
  Inconsistencies:     0
