       Value     Percentile TotalCount 1/(1-Percentile)

       6.000 0.000000000000        195           1.00
       7.000 0.100000000000       2971           1.11
       7.000 0.190000000000       2971           1.23
       7.000 0.271000000000       2971           1.37
       7.000 0.343900000000       2971           1.52
       7.000 0.409510000000       2971           1.69
       7.000 0.468559000000       2971           1.88
       7.000 0.521703100000       2971           2.09
       7.000 0.569532790000       2971           2.32
       7.000 0.612579511000       2971           2.58
       7.000 0.651321559900       2971           2.87
       7.000 0.686189403910       2971           3.19
       7.000 0.717570463519       2971           3.54
       7.000 0.745813417167       2971           3.93
       7.000 0.771232075450       2971           4.37
       7.000 0.794108867905       2971           4.86
       7.000 0.814697981115       2971           5.40
       7.000 0.833228183003       2971           6.00
       7.000 0.849905364703       2971           6.66
       7.000 0.864914828233       2971           7.40
       7.000 0.878423345409       2971           8.23
       7.000 0.890581010868       2971           9.14
       7.000 0.901522909782       2971          10.15
       7.000 0.911370618803       2971          11.28
       7.000 0.920233556923       2971          12.54
       7.000 0.928210201231       2971          13.93
       7.000 0.935389181108       2971          15.48
       7.000 0.941850262997       2971          17.20
       7.000 0.947665236697       2971          19.11
       7.000 0.952898713028       2971          21.23
       7.000 0.957608841725       2971          23.59
       7.000 0.961847957552       2971          26.21
       7.000 0.965663161797       2971          29.12
       7.000 0.969096845617       2971          32.36
       7.000 0.972187161056       2971          35.95
       7.000 0.974968444950       2971          39.95
       7.000 0.977471600455       2971          44.39
       7.000 0.979724440410       2971          49.32
       7.000 0.981751996369       2971          54.80
       7.000 0.983576796732       2971          60.89
       7.000 0.985219117059       2971          67.65
       7.000 0.986697205353       2971          75.17
       7.000 0.988027484817       2971          83.52
       7.000 0.989224736336       2971          92.81
       7.000 0.990302262702       2971         103.12
       8.000 0.991272036432       2987         114.57
       8.000 0.992144832789       2987         127.30
       8.000 0.992930349510       2987         141.45
       8.000 0.993637314559       2987         157.17
       8.000 0.994273583103       2987         174.63
       8.000 0.994846224793       2987         194.03
       8.000 0.995361602313       2987         215.59
       8.000 0.995825442082       2987         239.55
       9.000 0.996242897874       2991         266.16
       9.000 0.996618608086       2991         295.74
       9.000 0.996956747278       2991         328.60
       9.000 0.997261072550       2991         365.11
      10.000 0.997534965295       2993         405.67
      10.000 0.997781468766       2993         450.75
      11.000 0.998003321889       2995         500.83
      11.000 0.998202989700       2995         556.48
      11.000 0.998382690730       2995         618.31
      11.000 0.998544421657       2995         687.01
      12.000 0.998689979491       2997         763.35
      12.000 0.998820981542       2997         848.16
      12.000 0.998938883388       2997         942.40
      12.000 0.999044995049       2997        1047.11
      12.000 0.999140495544       2997        1163.46
      12.000 0.999226445990       2997        1292.73
      12.000 0.999303801391       2997        1436.37
      13.000 0.999373421252       2998        1595.97
      13.000 0.999436079127       2998        1773.30
      13.000 0.999492471214       2998        1970.33
      13.000 0.999543224093       2998        2189.26
      13.000 0.999588901683       2998        2432.51
      13.000 0.999630011515       2998        2702.79
     218.000 0.999667010363       2999        3003.10
     218.000 1.000000000000       2999
#[Mean    =        7.023, StdDeviation   =        3.869]
#[Max     =      218.000, TotalCount     =     2999.000]
#[Buckets =           12, SubBuckets     =         2048]

----------------------------------------------------------
 Requests/sec:     9.996433416553614
 Latency Median:     7
 Consistency Window Median:     3.0
  Inconsistencies:     2999
