       Value     Percentile TotalCount 1/(1-Percentile)

       5.000 0.000000000000        158           1.00
       7.000 0.100000000000      20045           1.11
       7.000 0.190000000000      20045           1.23
       8.000 0.271000000000      39923           1.37
       8.000 0.343900000000      39923           1.52
       9.000 0.409510000000      50982           1.69
       9.000 0.468559000000      50982           1.88
      10.000 0.521703100000      59258           2.09
      10.000 0.569532790000      59258           2.32
      11.000 0.612579511000      65073           2.58
      11.000 0.651321559900      65073           2.87
      12.000 0.686189403910      68752           3.19
      13.000 0.717570463519      71556           3.54
      14.000 0.745813417167      74100           3.93
      16.000 0.771232075450      77989           4.37
      17.000 0.794108867905      80237           4.86
      18.000 0.814697981115      82503           5.40
      19.000 0.833228183003      85058           6.00
      19.000 0.849905364703      85058           6.66
      20.000 0.864914828233      87727           7.40
      20.000 0.878423345409      87727           8.23
      21.000 0.890581010868      90568           9.14
      21.000 0.901522909782      90568          10.15
      21.000 0.911370618803      90568          11.28
      22.000 0.920233556923      93083          12.54
      22.000 0.928210201231      93083          13.93
      22.000 0.935389181108      93083          15.48
      23.000 0.941850262997      95104          17.20
      23.000 0.947665236697      95104          19.11
      23.000 0.952898713028      95104          21.23
      23.000 0.957608841725      95104          23.59
      24.000 0.961847957552      96498          26.21
      24.000 0.965663161797      96498          29.12
      24.000 0.969096845617      96498          32.36
      24.000 0.972187161056      96498          35.95
      25.000 0.974968444950      97390          39.95
      25.000 0.977471600455      97390          44.39
      25.000 0.979724440410      97390          49.32
      25.000 0.981751996369      97390          54.80
      26.000 0.983576796732      97917          60.89
      26.000 0.985219117059      97917          67.65
      26.000 0.986697205353      97917          75.17
      26.000 0.988027484817      97917          83.52
      27.000 0.989224736336      98217          92.81
      27.000 0.990302262702      98217         103.12
      27.000 0.991272036432      98217         114.57
      28.000 0.992144832789      98443         127.30
      28.000 0.992930349510      98443         141.45
      28.000 0.993637314559      98443         157.17
      29.000 0.994273583103      98579         174.63
      29.000 0.994846224793      98579         194.03
      29.000 0.995361602313      98579         215.59
      30.000 0.995825442082      98666         239.55
      30.000 0.996242897874      98666         266.16
      31.000 0.996618608086      98731         295.74
      31.000 0.996956747278      98731         328.60
      32.000 0.997261072550      98780         365.11
      33.000 0.997534965295      98821         405.67
      33.000 0.997781468766      98821         450.75
      34.000 0.998003321889      98848         500.83
      35.000 0.998202989700      98867         556.48
      36.000 0.998382690730      98883         618.31
      37.000 0.998544421657      98895         687.01
      38.000 0.998689979491      98913         763.35
      39.000 0.998820981542      98925         848.16
      39.000 0.998938883388      98925         942.40
      40.000 0.999044995049      98936        1047.11
      41.000 0.999140495544      98946        1163.46
      42.000 0.999226445990      98955        1292.73
      44.000 0.999303801391      98964        1436.37
      45.000 0.999373421252      98969        1595.97
      47.000 0.999436079127      98975        1773.30
      49.000 0.999492471214      98982        1970.33
      50.000 0.999543224093      98988        2189.26
      51.000 0.999588901683      98992        2432.51
      52.000 0.999630011515      98997        2702.79
      53.000 0.999667010363      98999        3003.10
      55.000 0.999700309327      99001        3336.77
      56.000 0.999730278394      99005        3707.53
      57.000 0.999757250555      99007        4119.47
      60.000 0.999781525499      99010        4577.19
      61.000 0.999803372950      99013        5085.77
      61.000 0.999823035655      99013        5650.86
      62.000 0.999840732089      99015        6278.73
      63.000 0.999856658880      99016        6976.37
      64.000 0.999870992992      99019        7751.52
      64.000 0.999883893693      99019        8612.80
      65.000 0.999895504324      99020        9569.77
      66.000 0.999905953891      99022       10633.08
      66.000 0.999915358502      99022       11814.54
      67.000 0.999923822652      99023       13127.26
      70.000 0.999931440387      99024       14585.85
      70.000 0.999938296348      99024       16206.50
      74.000 0.999944466713      99025       18007.22
      75.000 0.999950020042      99026       20008.02
      75.000 0.999955018038      99026       22231.13
      75.000 0.999959516234      99026       24701.26
      77.000 0.999963564611      99028       27445.84
      77.000 0.999967208150      99028       30495.38
      77.000 0.999970487335      99028       33883.76
      77.000 0.999973438601      99028       37648.62
      77.000 0.999976094741      99028       41831.80
      77.000 0.999978485267      99028       46479.78
      82.000 0.999980636740      99029       51644.20
      82.000 0.999982573066      99029       57382.44
      82.000 0.999984315760      99029       63758.27
      82.000 0.999985884184      99029       70842.52
      82.000 0.999987295765      99029       78713.91
      82.000 0.999988566189      99029       87459.90
      82.000 0.999989709570      99029       97177.67
     117.000 0.999990738613      99030      107975.19
     117.000 1.000000000000      99030
#[Mean    =       11.748, StdDeviation   =        5.665]
#[Max     =      117.000, TotalCount     =    99030.000]
#[Buckets =           12, SubBuckets     =         2048]

----------------------------------------------------------
 Requests/sec:     330.08686360790136
 Latency Median:     9
 Consistency Window Median:     17.0
  Inconsistencies:     99030
