#39
       Value     Percentile TotalCount 1/(1-Percentile)

       5.000 0.000000000000          2           1.00
      19.000 0.100000000000      11472           1.11
      30.000 0.190000000000      22334           1.23
      39.000 0.271000000000      31432           1.37
      48.000 0.343900000000      40065           1.52
      54.000 0.409510000000      48286           1.69
      58.000 0.468559000000      54833           1.88
      61.000 0.521703100000      59628           2.09
      65.000 0.569532790000      65387           2.32
      69.000 0.612579511000      70986           2.58
      72.000 0.651321559900      75150           2.87
      75.000 0.686189403910      79305           3.19
      77.000 0.717570463519      82054           3.54
      80.000 0.745813417167      86364           3.93
      82.000 0.771232075450      89497           4.37
      83.000 0.794108867905      90912           4.86
      85.000 0.814697981115      94184           5.40
      86.000 0.833228183003      95807           6.00
      87.000 0.849905364703      97459           6.66
      88.000 0.864914828233      99073           7.40
      89.000 0.878423345409     100621           8.23
      90.000 0.890581010868     102102           9.14
      91.000 0.901522909782     103409          10.15
      92.000 0.911370618803     104772          11.28
      93.000 0.920233556923     106006          12.54
      93.000 0.928210201231     106006          13.93
      94.000 0.935389181108     107117          15.48
      95.000 0.941850262997     108132          17.20
      95.000 0.947665236697     108132          19.11
      96.000 0.952898713028     109050          21.23
      97.000 0.957608841725     109836          23.59
      97.000 0.961847957552     109836          26.21
      98.000 0.965663161797     110473          29.12
      99.000 0.969096845617     111033          32.36
      99.000 0.972187161056     111033          35.95
     100.000 0.974968444950     111596          39.95
     100.000 0.977471600455     111596          44.39
     101.000 0.979724440410     112009          49.32
     102.000 0.981751996369     112331          54.80
     102.000 0.983576796732     112331          60.89
     103.000 0.985219117059     112663          67.65
     103.000 0.986697205353     112663          75.17
     104.000 0.988027484817     112926          83.52
     104.000 0.989224736336     112926          92.81
     105.000 0.990302262702     113145         103.12
     105.000 0.991272036432     113145         114.57
     106.000 0.992144832789     113304         127.30
     106.000 0.992930349510     113304         141.45
     107.000 0.993637314559     113458         157.17
     107.000 0.994273583103     113458         174.63
     108.000 0.994846224793     113573         194.03
     108.000 0.995361602313     113573         215.59
     109.000 0.995825442082     113661         239.55
     110.000 0.996242897874     113723         266.16
     110.000 0.996618608086     113723         295.74
     111.000 0.996956747278     113775         328.60
     112.000 0.997261072550     113827         365.11
     112.000 0.997534965295     113827         405.67
     113.000 0.997781468766     113869         450.75
     114.000 0.998003321889     113896         500.83
     114.000 0.998202989700     113896         556.48
     115.000 0.998382690730     113926         618.31
     116.000 0.998544421657     113957         687.01
     116.000 0.998689979491     113957         763.35
     117.000 0.998820981542     113975         848.16
     118.000 0.998938883388     113993         942.40
     118.000 0.999044995049     113993        1047.11
     119.000 0.999140495544     114008        1163.46
     120.000 0.999226445990     114020        1292.73
     120.000 0.999303801391     114020        1436.37
     121.000 0.999373421252     114029        1595.97
     122.000 0.999436079127     114037        1773.30
     123.000 0.999492471214     114041        1970.33
     124.000 0.999543224093     114046        2189.26
     125.000 0.999588901683     114054        2432.51
     126.000 0.999630011515     114058        2702.79
     127.000 0.999667010363     114062        3003.10
     128.000 0.999700309327     114065        3336.77
     129.000 0.999730278394     114072        3707.53
     129.000 0.999757250555     114072        4119.47
     130.000 0.999781525499     114074        4577.19
     131.000 0.999803372950     114078        5085.77
     131.000 0.999823035655     114078        5650.86
     134.000 0.999840732089     114079        6278.73
     135.000 0.999856658880     114082        6976.37
     136.000 0.999870992992     114084        7751.52
     136.000 0.999883893693     114084        8612.80
     138.000 0.999895504324     114087        9569.77
     138.000 0.999905953891     114087       10633.08
     139.000 0.999915358502     114088       11814.54
     140.000 0.999923822652     114089       13127.26
     144.000 0.999931440387     114091       14585.85
     144.000 0.999938296348     114091       16206.50
     144.000 0.999944466713     114091       18007.22
     146.000 0.999950020042     114092       20008.02
     146.000 0.999955018038     114092       22231.13
     150.000 0.999959516234     114093       24701.26
     150.000 0.999963564611     114093       27445.84
     158.000 0.999967208150     114094       30495.38
     158.000 0.999970487335     114094       33883.76
     158.000 0.999973438601     114094       37648.62
     160.000 0.999976094741     114095       41831.80
     160.000 0.999978485267     114095       46479.78
     160.000 0.999980636740     114095       51644.20
     240.000 0.999982573066     114096       57382.44
     240.000 0.999984315760     114096       63758.27
     240.000 0.999985884184     114096       70842.52
     240.000 0.999987295765     114096       78713.91
     240.000 0.999988566189     114096       87459.90
     240.000 0.999989709570     114096       97177.67
     240.000 0.999990738613     114096      107975.19
     268.000 0.999991664752     114097      119972.43
     268.000 1.000000000000     114097
#[Mean    =       57.989, StdDeviation   =       26.092]
#[Max     =      268.000, TotalCount     =   114097.000]
#[Buckets =           12, SubBuckets     =         2048]

----------------------------------------------------------
 Requests/sec:     380.23225645381217
 Latency Median:     60
 Consistency Window Median:     87.0
  Inconsistencies:     0
