       Value     Percentile TotalCount 1/(1-Percentile)

       6.000 0.000000000000        948           1.00
       7.000 0.100000000000      17330           1.11
       7.000 0.190000000000      17330           1.23
       7.000 0.271000000000      17330           1.37
       8.000 0.343900000000      33638           1.52
       8.000 0.409510000000      33638           1.69
       8.000 0.468559000000      33638           1.88
       8.000 0.521703100000      33638           2.09
       9.000 0.569532790000      48686           2.32
       9.000 0.612579511000      48686           2.58
       9.000 0.651321559900      48686           2.87
       9.000 0.686189403910      48686           3.19
       9.000 0.717570463519      48686           3.54
       9.000 0.745813417167      48686           3.93
       9.000 0.771232075450      48686           4.37
       9.000 0.794108867905      48686           4.86
      10.000 0.814697981115      57050           5.40
      10.000 0.833228183003      57050           6.00
      10.000 0.849905364703      57050           6.66
      10.000 0.864914828233      57050           7.40
      10.000 0.878423345409      57050           8.23
      10.000 0.890581010868      57050           9.14
      10.000 0.901522909782      57050          10.15
      10.000 0.911370618803      57050          11.28
      10.000 0.920233556923      57050          12.54
      10.000 0.928210201231      57050          13.93
      10.000 0.935389181108      57050          15.48
      10.000 0.941850262997      57050          17.20
      10.000 0.947665236697      57050          19.11
      11.000 0.952898713028      59044          21.23
      11.000 0.957608841725      59044          23.59
      11.000 0.961847957552      59044          26.21
      11.000 0.965663161797      59044          29.12
      11.000 0.969096845617      59044          32.36
      11.000 0.972187161056      59044          35.95
      11.000 0.974968444950      59044          39.95
      11.000 0.977471600455      59044          44.39
      11.000 0.979724440410      59044          49.32
      11.000 0.981751996369      59044          54.80
      11.000 0.983576796732      59044          60.89
      12.000 0.985219117059      59401          67.65
      12.000 0.986697205353      59401          75.17
      12.000 0.988027484817      59401          83.52
      12.000 0.989224736336      59401          92.81
      13.000 0.990302262702      59531         103.12
      13.000 0.991272036432      59531         114.57
      14.000 0.992144832789      59618         127.30
      14.000 0.992930349510      59618         141.45
      15.000 0.993637314559      59692         157.17
      15.000 0.994273583103      59692         174.63
      16.000 0.994846224793      59748         194.03
      16.000 0.995361602313      59748         215.59
      17.000 0.995825442082      59803         239.55
      17.000 0.996242897874      59803         266.16
      18.000 0.996618608086      59843         295.74
      18.000 0.996956747278      59843         328.60
      19.000 0.997261072550      59880         365.11
      19.000 0.997534965295      59880         405.67
      20.000 0.997781468766      59914         450.75
      20.000 0.998003321889      59914         500.83
      20.000 0.998202989700      59914         556.48
      21.000 0.998382690730      59940         618.31
      21.000 0.998544421657      59940         687.01
      21.000 0.998689979491      59940         763.35
      22.000 0.998820981542      59958         848.16
      22.000 0.998938883388      59958         942.40
      23.000 0.999044995049      59968        1047.11
      23.000 0.999140495544      59968        1163.46
      24.000 0.999226445990      59977        1292.73
      24.000 0.999303801391      59977        1436.37
      25.000 0.999373421252      59989        1595.97
      25.000 0.999436079127      59989        1773.30
      25.000 0.999492471214      59989        1970.33
      26.000 0.999543224093      59994        2189.26
      26.000 0.999588901683      59994        2432.51
      27.000 0.999630011515      59999        2702.79
      27.000 0.999667010363      59999        3003.10
      28.000 0.999700309327      60002        3336.77
      28.000 0.999730278394      60002        3707.53
      29.000 0.999757250555      60004        4119.47
      30.000 0.999781525499      60006        4577.19
      31.000 0.999803372950      60009        5085.77
      31.000 0.999823035655      60009        5650.86
      31.000 0.999840732089      60009        6278.73
      32.000 0.999856658880      60013        6976.37
      32.000 0.999870992992      60013        7751.52
      32.000 0.999883893693      60013        8612.80
      32.000 0.999895504324      60013        9569.77
      32.000 0.999905953891      60013       10633.08
      32.000 0.999915358502      60013       11814.54
      34.000 0.999923822652      60014       13127.26
      34.000 0.999931440387      60014       14585.85
      35.000 0.999938296348      60015       16206.50
      35.000 0.999944466713      60015       18007.22
      38.000 0.999950020042      60016       20008.02
      38.000 0.999955018038      60016       22231.13
      38.000 0.999959516234      60016       24701.26
      38.000 0.999963564611      60016       27445.84
      39.000 0.999967208150      60017       30495.38
      39.000 0.999970487335      60017       33883.76
      39.000 0.999973438601      60017       37648.62
      39.000 0.999976094741      60017       41831.80
      39.000 0.999978485267      60017       46479.78
      39.000 0.999980636740      60017       51644.20
      39.000 0.999982573066      60017       57382.44
     224.000 0.999984315760      60018       63758.27
     224.000 1.000000000000      60018
#[Mean    =        8.444, StdDeviation   =        1.771]
#[Max     =      224.000, TotalCount     =    60018.000]
#[Buckets =           12, SubBuckets     =         2048]

----------------------------------------------------------
 Requests/sec:     200.054065112712
 Latency Median:     8
 Consistency Window Median:     6.0
  Inconsistencies:     0
