       Value     Percentile TotalCount 1/(1-Percentile)

       1.000 0.000000000000        443           1.00
       2.000 0.100000000000      45490           1.11
       3.000 0.190000000000      68708           1.23
       3.000 0.271000000000      68708           1.37
       5.000 0.343900000000      89431           1.52
       7.000 0.409510000000     100470           1.69
      10.000 0.468559000000     114237           1.88
      13.000 0.521703100000     125808           2.09
      17.000 0.569532790000     138319           2.32
      21.000 0.612579511000     148792           2.58
      25.000 0.651321559900     158264           2.87
      28.000 0.686189403910     165141           3.19
      32.000 0.717570463519     174243           3.54
      34.000 0.745813417167     178894           3.93
      37.000 0.771232075450     186121           4.37
      39.000 0.794108867905     191479           4.86
      41.000 0.814697981115     196744           5.40
      43.000 0.833228183003     201776           6.00
      44.000 0.849905364703     204250           6.66
      46.000 0.864914828233     208976           7.40
      47.000 0.878423345409     211119           8.23
      49.000 0.890581010868     215390           9.14
      50.000 0.901522909782     217187          10.15
      51.000 0.911370618803     218845          11.28
      53.000 0.920233556923     221638          12.54
      54.000 0.928210201231     222846          13.93
      56.000 0.935389181108     225376          15.48
      57.000 0.941850262997     226652          17.20
      58.000 0.947665236697     227988          19.11
      59.000 0.952898713028     229358          21.23
      60.000 0.957608841725     230878          23.59
      60.000 0.961847957552     230878          26.21
      61.000 0.965663161797     232374          29.12
      62.000 0.969096845617     233720          32.36
      62.000 0.972187161056     233720          35.95
      63.000 0.974968444950     234834          39.95
      63.000 0.977471600455     234834          44.39
      64.000 0.979724440410     235797          49.32
      64.000 0.981751996369     235797          54.80
      65.000 0.983576796732     236618          60.89
      65.000 0.985219117059     236618          67.65
      66.000 0.986697205353     237317          75.17
      66.000 0.988027484817     237317          83.52
      66.000 0.989224736336     237317          92.81
      67.000 0.990302262702     237895         103.12
      67.000 0.991272036432     237895         114.57
      68.000 0.992144832789     238357         127.30
      68.000 0.992930349510     238357         141.45
      68.000 0.993637314559     238357         157.17
      69.000 0.994273583103     238691         174.63
      69.000 0.994846224793     238691         194.03
      70.000 0.995361602313     238970         215.59
      70.000 0.995825442082     238970         239.55
      70.000 0.996242897874     238970         266.16
      71.000 0.996618608086     239171         295.74
      71.000 0.996956747278     239171         328.60
      72.000 0.997261072550     239334         365.11
      72.000 0.997534965295     239334         405.67
      72.000 0.997781468766     239334         450.75
      73.000 0.998003321889     239435         500.83
      73.000 0.998202989700     239435         556.48
      74.000 0.998382690730     239534         618.31
      74.000 0.998544421657     239534         687.01
      74.000 0.998689979491     239534         763.35
      75.000 0.998820981542     239618         848.16
      75.000 0.998938883388     239618         942.40
      75.000 0.999044995049     239618        1047.11
      76.000 0.999140495544     239666        1163.46
      76.000 0.999226445990     239666        1292.73
      77.000 0.999303801391     239694        1436.37
      77.000 0.999373421252     239694        1595.97
      78.000 0.999436079127     239729        1773.30
      78.000 0.999492471214     239729        1970.33
      78.000 0.999543224093     239729        2189.26
      79.000 0.999588901683     239748        2432.51
      79.000 0.999630011515     239748        2702.79
      80.000 0.999667010363     239764        3003.10
      80.000 0.999700309327     239764        3336.77
      81.000 0.999730278394     239780        3707.53
      81.000 0.999757250555     239780        4119.47
      82.000 0.999781525499     239789        4577.19
      82.000 0.999803372950     239789        5085.77
      83.000 0.999823035655     239804        5650.86
      83.000 0.999840732089     239804        6278.73
      83.000 0.999856658880     239804        6976.37
      83.000 0.999870992992     239804        7751.52
      84.000 0.999883893693     239808        8612.80
      85.000 0.999895504324     239810        9569.77
      86.000 0.999905953891     239814       10633.08
      86.000 0.999915358502     239814       11814.54
      87.000 0.999923822652     239816       13127.26
      88.000 0.999931440387     239820       14585.85
      88.000 0.999938296348     239820       16206.50
      89.000 0.999944466713     239822       18007.22
      90.000 0.999950020042     239825       20008.02
      90.000 0.999955018038     239825       22231.13
      90.000 0.999959516234     239825       24701.26
      91.000 0.999963564611     239828       27445.84
      91.000 0.999967208150     239828       30495.38
      91.000 0.999970487335     239828       33883.76
      91.000 0.999973438601     239828       37648.62
      92.000 0.999976094741     239829       41831.80
      92.000 0.999978485267     239829       46479.78
      94.000 0.999980636740     239831       51644.20
      94.000 0.999982573066     239831       57382.44
      94.000 0.999984315760     239831       63758.27
      94.000 0.999985884184     239831       70842.52
      94.000 0.999987295765     239831       78713.91
      97.000 0.999988566189     239832       87459.90
      97.000 0.999989709570     239832       97177.67
      97.000 0.999990738613     239832      107975.19
     100.000 0.999991664752     239833      119972.43
     100.000 0.999992498276     239833      133302.70
     100.000 0.999993248449     239833      148114.11
     100.000 0.999993923604     239833      164571.23
     100.000 0.999994531244     239833      182856.93
     100.000 0.999995078119     239833      203174.36
     100.000 0.999995570307     239833      225749.29
     106.000 0.999996013277     239834      250832.55
     106.000 1.000000000000     239834
#[Mean    =       19.941, StdDeviation   =       19.246]
#[Max     =      106.000, TotalCount     =   239834.000]
#[Buckets =           12, SubBuckets     =         2048]

----------------------------------------------------------
 Requests/sec:     799.3166449731937
Latency Median:     12
  Consistency Window Median:     2.0
  Inconsistencies:     0
